"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"wash_pin","yes_no_host","in need","yes",0.616822429906542,NA,0.5635922012581,0.670052658554984,"region","galgaduud"
"wash_pin","yes_no_host","not inneed","no",0.346534653465347,NA,0.29291906935874,0.400150237571953,"region","mudug"
"wash_pin","yes_no_host","not inneed","yes",0.679324894514768,NA,0.637280320458684,0.721369468570851,"region","mudug"
"wash_pin","yes_no_host","in need","no",0.653465346534653,NA,0.599849762428047,0.70708093064126,"region","mudug"
"wash_pin","yes_no_host","in need","yes",0.320675105485232,NA,0.278630531429148,0.362719679541316,"region","mudug"
"wash_pin","yes_no_host","in need","no",0.396039603960396,NA,0.348320170597911,0.443759037322881,"region","banadir"
"wash_pin","yes_no_host","in need","yes",0.27511961722488,NA,0.232282697644596,0.317956536805165,"region","banadir"
"wash_pin","yes_no_host","not inneed","no",0.603960396039604,NA,0.556240962677119,0.651679829402089,"region","banadir"
"wash_pin","yes_no_host","not inneed","yes",0.72488038277512,NA,0.682043463194835,0.767717302355404,"region","banadir"
"wash_pin","yes_no_host","in need","no",0.51497005988024,NA,0.439109767606192,0.590830352154287,"region","lower_shabelle"
"wash_pin","yes_no_host","in need","yes",0.498901098901099,NA,0.452921969860706,0.544880227941492,"region","lower_shabelle"
"wash_pin","yes_no_host","not inneed","no",0.485029940119761,NA,0.409169647845713,0.560890232393808,"region","lower_shabelle"
"wash_pin","yes_no_host","not inneed","yes",0.501098901098901,NA,0.455119772058508,0.547078030139294,"region","lower_shabelle"
"wash_pin","yes_no_host","in need","no",0.658227848101266,NA,0.55348349536448,0.762972200838052,"region","bay"
"wash_pin","yes_no_host","in need","yes",0.647509578544061,NA,0.58946466008864,0.705554496999482,"region","bay"
"wash_pin","yes_no_host","not inneed","no",0.341772151898734,NA,0.237027799161948,0.44651650463552,"region","bay"
"wash_pin","yes_no_host","not inneed","yes",0.352490421455939,NA,0.294445503000518,0.41053533991136,"region","bay"
"wash_pin","yes_no_host","not inneed","no",0.119047619047619,NA,0.0700212434953158,0.168073994599922,"region","bakool"
"wash_pin","yes_no_host","not inneed","yes",0.325842696629214,NA,0.269559748029209,0.382125645229218,"region","bakool"
"wash_pin","yes_no_host","in need","no",0.880952380952381,NA,0.831926005400078,0.929978756504684,"region","bakool"
"wash_pin","yes_no_host","in need","yes",0.674157303370786,NA,0.617874354770782,0.730440251970791,"region","bakool"
"wash_severe_pin","yes_no_host","not pin","no",0.528301886792453,NA,0.393523387552141,0.663080386032765,"region","hiraan"
"wash_severe_pin","yes_no_host","not pin","yes",0.536585365853659,NA,0.448208798506173,0.624961933201144,"region","hiraan"
"wash_severe_pin","yes_no_host","pin","no",0.320754716981132,NA,0.194732444342114,0.44677698962015,"region","hiraan"
"wash_severe_pin","yes_no_host","pin","yes",0.195121951219512,NA,0.124887377384663,0.265356525054361,"region","hiraan"
"wash_severe_pin","yes_no_host","severe pin","no",0.150943396226415,NA,0.0542887252973105,0.24759806715552,"region","hiraan"
"wash_severe_pin","yes_no_host","severe pin","yes",0.268292682926829,NA,0.189768042194104,0.346817323659555,"region","hiraan"
"wash_severe_pin","yes_no_host","pin","no",0.216216216216216,NA,0.0832174479961546,0.349214984436278,"region","middle_shabelle"
"wash_severe_pin","yes_no_host","pin","yes",0.251655629139073,NA,0.182253657020321,0.321057601257825,"region","middle_shabelle"
"wash_severe_pin","yes_no_host","severe pin","no",0.027027027027027,NA,0,0.079417808516167,"region","middle_shabelle"
"wash_severe_pin","yes_no_host","severe pin","yes",0.19205298013245,NA,0.129056003709946,0.255049956554954,"region","middle_shabelle"
"wash_severe_pin","yes_no_host","not pin","no",0.756756756756757,NA,0.618143777944166,0.895369735569347,"region","middle_shabelle"
"wash_severe_pin","yes_no_host","not pin","yes",0.556291390728477,NA,0.476837012061056,0.635745769395897,"region","middle_shabelle"
"wash_severe_pin","yes_no_host","not pin","no",0.471264367816092,NA,0.397025373087546,0.545503362544637,"region","nugaal"
"wash_severe_pin","yes_no_host","not pin","yes",0.683333333333333,NA,0.635235961825756,0.731430704840911,"region","nugaal"
"wash_severe_pin","yes_no_host","pin","no",0.241379310344828,NA,0.177737451879391,0.305021168810264,"region","nugaal"
"wash_severe_pin","yes_no_host","pin","yes",0.180555555555556,NA,0.140784323026728,0.220326788084383,"region","nugaal"
"wash_severe_pin","yes_no_host","severe pin","no",0.28735632183908,NA,0.220054458662433,0.354658185015728,"region","nugaal"
"wash_severe_pin","yes_no_host","severe pin","yes",0.136111111111111,NA,0.100655938961352,0.17156628326087,"region","nugaal"
"wash_severe_pin","yes_no_host","pin","no",0.25414364640884,NA,0.190671973682873,0.317615319134807,"region","bari"
"wash_severe_pin","yes_no_host","pin","yes",0.185393258426966,NA,0.152409332516697,0.218377184337235,"region","bari"
"wash_severe_pin","yes_no_host","not pin","no",0.651933701657459,NA,0.582487991706486,0.721379411608431,"region","bari"
"wash_severe_pin","yes_no_host","not pin","yes",0.700374531835206,NA,0.661493667317522,0.73925539635289,"region","bari"
"wash_severe_pin","yes_no_host","severe pin","no",0.0939226519337017,NA,0.0513941065720178,0.136451197295386,"region","bari"
"wash_severe_pin","yes_no_host","severe pin","yes",0.114232209737828,NA,0.0872339601211578,0.141230459354498,"region","bari"
